Basin,CycloneNum,DateTime,Status,ForecastHour,Latitude,Longitude,MaxWind_kt,MinPressure_mb,StormType,RadIndicator,Rad34_NE,Rad34_SE,Rad34_SW,Rad34_NW,Rad50_NE,Rad50_SE,Rad50_SW,Rad50_NW,Rad64_NE,Rad64_SE,Rad64_SW,Rad64_NW,Roci_nm,Rmax_nm,EyeDia_nm,Subregion,MaxGust_kt,EyeScore,Subtropical,StormName,PostStormType,MaxWindRadius_nm,StormSpeed_kt,StormDirection_deg
AL,1,2010-06-24 18:00:00, BEST,0,15.9,-82.0,25,1007, LO,0,    ,0,0,0,0,1011,180.0,75.0,0.0,0.0,   L,0.0,0.0,0.0,     INVEST, S, ,,,,,,,
AL,1,2010-06-25 00:00:00, BEST,0,16.0,-82.1,25,1006, LO,0,    ,0,0,0,0,1011,180.0,75.0,0.0,0.0,   L,0.0,0.0,0.0,     INVEST, M, ,,,,,,,
AL,1,2010-06-25 06:00:00, BEST,0,16.1,-82.3,25,1006, LO,0,    ,0,0,0,0,1010,200.0,100.0,0.0,0.0,   L,0.0,0.0,0.0,     INVEST, M, ,,,,,,,
AL,1,2010-06-25 12:00:00, BEST,0,16.2,-82.5,30,1005, LO,0,    ,0,0,0,0,1010,200.0,100.0,40.0,0.0,   L,0.0,0.0,0.0,     INVEST, M, ,,,,,,,
AL,1,2010-06-25 18:00:00, BEST,0,16.4,-83.1,30,1005, TD,0,    ,0,0,0,0,1010,200.0,100.0,40.0,0.0,   L,0.0,0.0,0.0,     INVEST, M, ,,,,,,,
AL,1,2010-06-26 00:00:00, BEST,0,16.6,-83.9,30,1004, TD,0,    ,0,0,0,0,1008,170.0,100.0,40.0,0.0,   L,0.0,0.0,0.0,        ONE, M, ,,,,,,,
AL,1,2010-06-26 06:00:00, BEST,0,16.7,-84.9,40,1004, TS,34, NEQ,90,90,0,0,1011,200.0,90.0,45.0,0.0,   L,0.0,0.0,0.0,       ALEX, M, ,,,,,,,
AL,1,2010-06-26 12:00:00, BEST,0,16.9,-86.1,40,1004, TS,34, NEQ,90,90,0,0,1011,200.0,90.0,50.0,0.0,   L,0.0,0.0,0.0,       ALEX, M, 12, NEQ,90.0,90.0,0.0,0.0,,
AL,1,2010-06-26 18:00:00, BEST,0,17.2,-87.2,55,996, TS,34, NEQ,100,75,30,30,1011,200.0,20.0,55.0,0.0,   L,0.0,0.0,0.0,       ALEX, M, 12, NEQ,200.0,150.0,0.0,100.0,,
AL,1,2010-06-26 18:00:00, BEST,0,17.2,-87.2,55,996, TS,50, NEQ,0,0,20,0,1011,200.0,20.0,55.0,0.0,   L,0.0,0.0,0.0,       ALEX, M, 12, NEQ,200.0,150.0,0.0,100.0,,
AL,1,2010-06-27 00:00:00, BEST,0,17.5,-88.2,55,995, TS,34, NEQ,90,75,30,30,1008,205.0,15.0,60.0,0.0,   L,0.0,0.0,0.0,       ALEX, M, 12, NEQ,200.0,150.0,20.0,60.0,,
AL,1,2010-06-27 00:00:00, BEST,0,17.5,-88.2,55,995, TS,50, NEQ,0,15,15,0,1008,205.0,15.0,60.0,0.0,   L,0.0,0.0,0.0,       ALEX, M, 12, NEQ,200.0,150.0,20.0,60.0,,
AL,1,2010-06-27 06:00:00, BEST,0,18.0,-89.1,55,991, TS,34, NEQ,90,90,30,30,1008,275.0,60.0,45.0,0.0,   L,0.0,0.0,0.0,       ALEX, D, ,,,,,,,
AL,1,2010-06-27 06:00:00, BEST,0,18.0,-89.1,55,991, TS,50, NEQ,0,15,15,0,1008,275.0,60.0,0.0,0.0, ,,,,,,,,,,,,,
AL,1,2010-06-27 12:00:00, BEST,0,18.5,-90.0,45,992, TS,34, NEQ,60,30,30,60,1008,180.0,60.0,40.0,0.0,   L,0.0,0.0,0.0,       ALEX, D, 12, NEQ,120.0,120.0,0.0,0.0,,
AL,1,2010-06-27 18:00:00, BEST,0,18.9,-90.7,35,993, TS,34, NEQ,30,30,30,30,1007,240.0,75.0,40.0,0.0,   L,0.0,0.0,0.0,       ALEX, D, 12, NEQ,240.0,0.0,0.0,0.0,,
AL,1,2010-06-28 00:00:00, BEST,0,19.2,-91.1,40,991, TS,34, NEQ,60,30,30,60,1004,200.0,20.0,50.0,0.0,   L,0.0,0.0,0.0,       ALEX, D, ,,,,,,,
AL,1,2010-06-28 06:00:00, BEST,0,19.5,-91.4,40,991, TS,34, NEQ,60,30,30,60,1006,240.0,20.0,50.0,0.0,   L,0.0,0.0,0.0,       ALEX, D, 12, NEQ,150.0,0.0,20.0,50.0,,
AL,1,2010-06-28 12:00:00, BEST,0,20.0,-91.6,50,989, TS,34, NEQ,60,30,30,60,1006,250.0,20.0,60.0,0.0,   L,0.0,0.0,0.0,       ALEX, D, 12, NEQ,60.0,30.0,30.0,60.0,,
AL,1,2010-06-28 12:00:00, BEST,0,20.0,-91.6,50,989, TS,50, NEQ,25,0,0,0,1006,250.0,20.0,60.0,0.0,   L,0.0,0.0,0.0,       ALEX, D, 12, NEQ,60.0,30.0,30.0,60.0,,
AL,1,2010-06-28 18:00:00, BEST,0,20.3,-91.7,50,990, TS,34, NEQ,60,30,30,60,1006,225.0,20.0,60.0,0.0,   L,0.0,0.0,0.0,       ALEX, D, 12, NEQ,45.0,0.0,0.0,45.0,,
AL,1,2010-06-28 18:00:00, BEST,0,20.3,-91.7,50,990, TS,50, NEQ,25,0,0,0,1006,225.0,20.0,60.0,0.0,   L,0.0,0.0,0.0,       ALEX, D, 12, NEQ,45.0,0.0,0.0,45.0,,
AL,1,2010-06-29 00:00:00, BEST,0,20.7,-91.7,55,987, TS,34, NEQ,60,60,30,60,1006,250.0,20.0,65.0,0.0,   L,0.0,0.0,0.0,       ALEX, D, 12, NEQ,45.0,0.0,0.0,45.0,,
AL,1,2010-06-29 00:00:00, BEST,0,20.7,-91.7,55,987, TS,50, NEQ,25,0,0,0,1006,250.0,20.0,65.0,0.0,   L,0.0,0.0,0.0,       ALEX, D, 12, NEQ,45.0,0.0,0.0,45.0,,
AL,1,2010-06-29 06:00:00, BEST,0,21.5,-91.9,55,985, TS,34, NEQ,90,90,30,60,1006,250.0,20.0,75.0,0.0,   L,0.0,0.0,0.0,       ALEX, D, 12, NEQ,75.0,0.0,0.0,75.0,,
AL,1,2010-06-29 06:00:00, BEST,0,21.5,-91.9,55,985, TS,50, NEQ,45,20,15,20,1006,250.0,20.0,75.0,0.0,   L,0.0,0.0,0.0,       ALEX, D, 12, NEQ,75.0,0.0,0.0,75.0,,
AL,1,2010-06-29 12:00:00, BEST,0,22.4,-92.7,60,983, TS,34, NEQ,120,100,50,100,1006,250.0,20.0,75.0,0.0,   L,0.0,0.0,0.0,       ALEX, D, 12, NEQ,150.0,90.0,60.0,120.0,,
AL,1,2010-06-29 12:00:00, BEST,0,22.4,-92.7,60,983, TS,50, NEQ,60,30,15,20,1006,250.0,20.0,75.0,0.0,   L,0.0,0.0,0.0,       ALEX, D, 12, NEQ,150.0,90.0,60.0,120.0,,
AL,1,2010-06-29 18:00:00, BEST,0,22.9,-93.6,60,981, TS,34, NEQ,150,100,50,100,1006,250.0,20.0,75.0,0.0,   L,0.0,0.0,0.0,       ALEX, D, 12, NEQ,150.0,90.0,60.0,120.0,,
AL,1,2010-06-29 18:00:00, BEST,0,22.9,-93.6,60,981, TS,50, NEQ,60,30,15,20,1006,250.0,20.0,75.0,0.0,   L,0.0,0.0,0.0,       ALEX, D, 12, NEQ,150.0,90.0,60.0,120.0,,
AL,1,2010-06-30 00:00:00, BEST,0,23.0,-94.4,65,973, HU,34, NEQ,150,150,75,130,1006,250.0,15.0,80.0,0.0,   L,0.0,0.0,0.0,       ALEX, D, 12, NEQ,180.0,90.0,60.0,90.0,,
AL,1,2010-06-30 00:00:00, BEST,0,23.0,-94.4,65,973, HU,50, NEQ,80,80,30,40,1006,250.0,15.0,80.0,0.0,   L,0.0,0.0,0.0,       ALEX, D, 12, NEQ,180.0,90.0,60.0,90.0,,
AL,1,2010-06-30 00:00:00, BEST,0,23.0,-94.4,65,973, HU,64, NEQ,15,15,15,15,1006,250.0,15.0,80.0,0.0,   L,0.0,0.0,0.0,       ALEX, D, 12, NEQ,180.0,90.0,60.0,90.0,,
AL,1,2010-06-30 06:00:00, BEST,0,23.1,-94.8,70,966, HU,34, NEQ,180,150,90,130,1006,250.0,15.0,85.0,0.0,   L,0.0,0.0,0.0,       ALEX, D, 12, NEQ,210.0,120.0,90.0,120.0,,
AL,1,2010-06-30 06:00:00, BEST,0,23.1,-94.8,70,966, HU,50, NEQ,80,80,30,40,1006,250.0,15.0,85.0,0.0,   L,0.0,0.0,0.0,       ALEX, D, 12, NEQ,210.0,120.0,90.0,120.0,,
AL,1,2010-06-30 06:00:00, BEST,0,23.1,-94.8,70,966, HU,64, NEQ,20,20,15,15,1006,250.0,15.0,85.0,0.0,   L,0.0,0.0,0.0,       ALEX, D, 12, NEQ,210.0,120.0,90.0,120.0,,
AL,1,2010-06-30 12:00:00, BEST,0,23.5,-95.2,75,958, HU,34, NEQ,180,150,100,130,1006,250.0,15.0,85.0,0.0,   L,0.0,0.0,0.0,       ALEX, D, 12, NEQ,210.0,150.0,90.0,150.0,,
AL,1,2010-06-30 12:00:00, BEST,0,23.5,-95.2,75,958, HU,50, NEQ,80,80,30,40,1006,250.0,15.0,85.0,0.0,   L,0.0,0.0,0.0,       ALEX, D, 12, NEQ,210.0,150.0,90.0,150.0,,
AL,1,2010-06-30 12:00:00, BEST,0,23.5,-95.2,75,958, HU,64, NEQ,50,20,15,15,1006,250.0,15.0,85.0,0.0,   L,0.0,0.0,0.0,       ALEX, D, 12, NEQ,210.0,150.0,90.0,150.0,,
AL,1,2010-06-30 15:00:00, BEST,0,24.0,-95.5,75,958, HU,34, NEQ,180,150,100,130,850,0.0,0.0,0.0,0.0, ,,,,,,,,,,,,,
AL,1,2010-06-30 15:00:00, BEST,0,24.0,-95.5,75,958, HU,50, NEQ,80,80,30,40,850,0.0,0.0,0.0,0.0, ,,,,,,,,,,,,,
AL,1,2010-06-30 15:00:00, BEST,0,24.0,-95.5,75,958, HU,64, NEQ,50,20,15,15,850,0.0,0.0,0.0,0.0, ,,,,,,,,,,,,,
AL,1,2010-06-30 18:00:00, BEST,0,24.3,-96.2,80,962, HU,34, NEQ,180,180,120,130,1006,250.0,15.0,90.0,0.0,   L,0.0,0.0,0.0,       ALEX, D, 12, NEQ,300.0,180.0,120.0,240.0,,
AL,1,2010-06-30 18:00:00, BEST,0,24.3,-96.2,80,962, HU,50, NEQ,90,80,60,40,1006,250.0,15.0,90.0,0.0,   L,0.0,0.0,0.0,       ALEX, D, 12, NEQ,300.0,180.0,120.0,240.0,,
AL,1,2010-06-30 18:00:00, BEST,0,24.3,-96.2,80,962, HU,64, NEQ,50,30,15,15,1006,250.0,15.0,90.0,0.0,   L,0.0,0.0,0.0,       ALEX, D, 12, NEQ,300.0,180.0,120.0,240.0,,
AL,1,2010-07-01 00:00:00, BEST,0,24.3,-97.3,90,948, HU,34, NEQ,180,180,120,120,1006,250.0,10.0,105.0,0.0,   L,0.0,0.0,0.0,       ALEX, D, ,,,,,,,
AL,1,2010-07-01 00:00:00, BEST,0,24.3,-97.3,90,948, HU,50, NEQ,90,90,60,50,1006,250.0,10.0,105.0,0.0,   L,0.0,0.0,0.0,       ALEX, D, ,,,,,,,
AL,1,2010-07-01 00:00:00, BEST,0,24.3,-97.3,90,948, HU,64, NEQ,50,30,15,15,1006,250.0,10.0,105.0,0.0,   L,0.0,0.0,0.0,       ALEX, D, ,,,,,,,
AL,1,2010-07-01 02:00:00, BEST,0,24.2,-97.7,95,946, HU,34, NEQ,180,180,120,120,850,0.0,0.0,0.0,0.0, ,,,,,,,,,,,,,
AL,1,2010-07-01 02:00:00, BEST,0,24.2,-97.7,95,946, HU,50, NEQ,90,90,60,50,850,0.0,0.0,0.0,0.0, ,,,,,,,,,,,,,
AL,1,2010-07-01 02:00:00, BEST,0,24.2,-97.7,95,946, HU,64, NEQ,50,30,15,15,850,0.0,0.0,0.0,0.0, ,,,,,,,,,,,,,
AL,1,2010-07-01 06:00:00, BEST,0,24.1,-98.4,75,963, HU,34, NEQ,180,180,120,90,1004,265.0,10.0,90.0,0.0,   L,0.0,0.0,0.0,       ALEX, D, 12, NEQ,270.0,180.0,0.0,0.0,,
AL,1,2010-07-01 06:00:00, BEST,0,24.1,-98.4,75,963, HU,50, NEQ,75,75,30,30,1004,265.0,10.0,90.0,0.0,   L,0.0,0.0,0.0,       ALEX, D, 12, NEQ,270.0,180.0,0.0,0.0,,
AL,1,2010-07-01 06:00:00, BEST,0,24.1,-98.4,75,963, HU,64, NEQ,20,20,10,10,1004,265.0,10.0,90.0,0.0,   L,0.0,0.0,0.0,       ALEX, D, 12, NEQ,270.0,180.0,0.0,0.0,,
AL,1,2010-07-01 12:00:00, BEST,0,23.5,-99.5,60,977, TS,34, NEQ,120,120,120,75,1004,260.0,10.0,75.0,0.0,   L,0.0,0.0,0.0,       ALEX, D, ,,,,,,,
AL,1,2010-07-01 12:00:00, BEST,0,23.5,-99.5,60,977, TS,50, NEQ,50,50,25,25,1004,260.0,10.0,75.0,0.0,   L,0.0,0.0,0.0,       ALEX, D, ,,,,,,,
AL,1,2010-07-01 18:00:00, BEST,0,23.1,-100.7,40,987, TS,34, NEQ,60,60,105,60,1004,240.0,60.0,50.0,0.0,   L,0.0,0.0,0.0,       ALEX, M, ,,,,,,,
AL,1,2010-07-02 00:00:00, BEST,0,23.2,-101.9,30,997, TD,0,    ,0,0,0,0,1004,120.0,45.0,40.0,0.0,   L,0.0,0.0,0.0,       ALEX, M, ,,,,,,,
AL,1,2011-06-28 06:00:00, BEST,0,19.9,-92.8,25,1007, LO,34, NEQ,0,0,0,0, 1010,160.0,60.0,0.0,0.0,   L,0.0,0.0,0.0,     INVEST, M, ,,,,,,,
AL,1,2011-06-28 12:00:00, BEST,0,20.3,-93.1,30,1006, LO,34, NEQ,0,0,0,0, 1010,180.0,60.0,35.0,0.0,   L,0.0,0.0,0.0,     INVEST, M, ,,,,,,,
AL,1,2011-06-28 18:00:00, BEST,0,20.7,-93.5,35,1006, TS,34, NEQ,100,40,0,0, 1010,180.0,75.0,40.0,0.0,   L,0.0,0.0,0.0,     ARLENE, M, ,,,,,,,
AL,1,2011-06-29 00:00:00, BEST,0,21.0,-93.9,35,1005, TS,34, NEQ,100,40,0,0, 1010,240.0,75.0,45.0,0.0,   L,0.0,0.0,0.0,     ARLENE, M, 12, NEQ,100.0,0.0,0.0,0.0,,
AL,1,2011-06-29 06:00:00, BEST,0,21.2,-94.5,35,1003, TS,34, NEQ,100,40,0,0, 1010,210.0,75.0,45.0,0.0,   L,0.0,0.0,0.0,     ARLENE, M, 12, NEQ,100.0,40.0,0.0,0.0,,
AL,1,2011-06-29 12:00:00, BEST,0,21.3,-95.3,45,1000, TS,34, NEQ,120,60,40,40, 1008,200.0,90.0,50.0,0.0,   L,0.0,0.0,0.0,     ARLENE, M, 12, NEQ,150.0,0.0,0.0,100.0,,
AL,1,2011-06-29 18:00:00, BEST,0,21.4,-95.6,50,998, TS,34, NEQ,120,60,70,60, 1008,180.0,70.0,55.0,0.0,   L,0.0,0.0,0.0,     ARLENE, D, 12, NEQ,150.0,0.0,0.0,100.0,,
AL,1,2011-06-29 18:00:00, BEST,0,21.4,-95.6,50,998, TS,50, NEQ,60,40,40,0, 1008,180.0,70.0,0.0,0.0, ,,,,,,,,,,,,,
AL,1,2011-06-30 00:00:00, BEST,0,21.6,-96.1,50,996, TS,34, NEQ,100,90,100,60, 1008,200.0,50.0,60.0,0.0,   L,0.0,0.0,0.0,     ARLENE, D, ,,,,,,,
AL,1,2011-06-30 00:00:00, BEST,0,21.6,-96.1,50,996, TS,50, NEQ,60,40,70,0, 1008,200.0,50.0,60.0,0.0,   L,0.0,0.0,0.0,     ARLENE, D, ,,,,,,,
AL,1,2011-06-30 06:00:00, BEST,0,21.6,-97.0,55,994, TS,34, NEQ,80,120,70,80, 1008,200.0,50.0,65.0,0.0,   L,0.0,0.0,0.0,     ARLENE, D, 12, NEQ,180.0,0.0,0.0,180.0,,
AL,1,2011-06-30 06:00:00, BEST,0,21.6,-97.0,55,994, TS,50, NEQ,50,50,0,0, 1008,200.0,50.0,65.0,0.0,   L,0.0,0.0,0.0,     ARLENE, D, 12, NEQ,180.0,0.0,0.0,180.0,,
AL,1,2011-06-30 12:00:00, BEST,0,21.6,-97.3,55,993, TS,34, NEQ,80,120,40,80, 1006,200.0,40.0,65.0,0.0,   L,0.0,0.0,0.0,     ARLENE, D, 12, NEQ,180.0,90.0,30.0,90.0,,
AL,1,2011-06-30 12:00:00, BEST,0,21.6,-97.3,55,993, TS,50, NEQ,50,50,0,0, 1006,200.0,40.0,65.0,0.0,   L,0.0,0.0,0.0,     ARLENE, D, 12, NEQ,180.0,90.0,30.0,90.0,,
AL,1,2011-06-30 13:00:00, BEST,0,21.6,-97.4,55,993, TS,34, NEQ,80,120,40,80, ,,,,,,,,,,,,,,,,,,
AL,1,2011-06-30 13:00:00, BEST,0,21.6,-97.4,55,993, TS,50, NEQ,50,50,0,0, ,,,,,,,,,,,,,,,,,,
AL,1,2011-06-30 18:00:00, BEST,0,21.5,-98.1,45,998, TS,34, NEQ,90,90,40,40, 1007,200.0,40.0,55.0,0.0,   L,0.0,0.0,0.0,     ARLENE, D, 12, NEQ,200.0,90.0,0.0,80.0,,
AL,1,2011-07-01 00:00:00, BEST,0,21.1,-98.7,30,1002, TD,0,    ,0,0,0,0, 1007,175.0,50.0,40.0,0.0,   L,0.0,0.0,0.0,     ARLENE, D, ,,,,,,,
AL,1,2012-05-19 00:00:00, BEST,0,33.1,-77.0,25,1010, LO,0,    ,0,0,0,0, ,,,,,,,,,,,,,,,,,,
AL,1,2012-05-19 06:00:00, BEST,0,32.8,-77.1,30,1008, TD,34, NEQ,0,0,0,0, ,,,,,,,,,,,,,,,,,,
AL,1,2012-05-19 12:00:00, BEST,0,32.5,-77.3,40,1005, TS,34, NEQ,30,0,30,30, 1012,50.0,40.0,40.0,0.0,   L,0.0,0.0,0.0,     INVEST, S, ,,,,,,,
AL,1,2012-05-19 18:00:00, BEST,0,32.3,-77.6,45,997, TS,34, NEQ,40,0,30,40, 1012,60.0,30.0,50.0,0.0,   L,0.0,0.0,0.0,    ALBERTO, M, ,,,,,,,
AL,1,2012-05-20 00:00:00, BEST,0,32.1,-78.1,50,995, TS,34, NEQ,40,0,30,40, 1014,60.0,15.0,60.0,0.0,   L,0.0,0.0,0.0,    ALBERTO, M, 12, NEQ,0.0,90.0,0.0,40.0,,
AL,1,2012-05-20 00:00:00, BEST,0,32.1,-78.1,50,995, TS,50, NEQ,0,0,0,20, 1014,60.0,15.0,60.0,0.0,   L,0.0,0.0,0.0,    ALBERTO, M, 12, NEQ,0.0,90.0,0.0,40.0,,
AL,1,2012-05-20 06:00:00, BEST,0,31.9,-78.7,45,998, TS,34, NEQ,40,0,0,60, 1014,60.0,20.0,55.0,0.0,   L,0.0,0.0,0.0,    ALBERTO, M, 12, NEQ,60.0,40.0,60.0,40.0,,
AL,1,2012-05-20 12:00:00, BEST,0,31.5,-79.5,40,1000, TS,34, NEQ,40,0,0,60, 1013,60.0,20.0,50.0,0.0,   L,0.0,0.0,0.0,    ALBERTO, M, 12, NEQ,80.0,40.0,60.0,40.0,,
AL,1,2012-05-20 18:00:00, BEST,0,31.1,-79.9,40,1005, TS,34, NEQ,40,20,30,60, 1013,60.0,10.0,50.0,0.0,   L,0.0,0.0,0.0,    ALBERTO, M, 12, NEQ,110.0,40.0,60.0,50.0,,
AL,1,2012-05-21 00:00:00, BEST,0,30.7,-80.1,35,1007, TS,34, NEQ,40,20,30,60, 1013,60.0,10.0,45.0,0.0,   L,0.0,0.0,0.0,    ALBERTO, M, 12, NEQ,120.0,50.0,40.0,30.0,,
AL,1,2012-05-21 06:00:00, BEST,0,30.4,-79.8,35,1007, TS,34, NEQ,40,20,30,50, 1013,60.0,10.0,45.0,0.0,   L,0.0,0.0,0.0,    ALBERTO, M, ,,,,,,,
AL,1,2012-05-21 12:00:00, BEST,0,30.4,-79.1,35,1007, TS,34, NEQ,40,20,30,50, 1013,60.0,10.0,45.0,0.0,   L,0.0,0.0,0.0,    ALBERTO, M, 12, NEQ,90.0,30.0,30.0,30.0,,
AL,1,2012-05-21 18:00:00, BEST,0,30.5,-78.3,35,1006, TS,34, NEQ,40,30,30,30, 1014,100.0,20.0,45.0,0.0,   L,0.0,0.0,0.0,    ALBERTO, M, 12, NEQ,90.0,30.0,30.0,50.0,,
AL,1,2012-05-22 00:00:00, BEST,0,30.7,-77.1,35,1007, TS,34, NEQ,40,30,0,0, 1014,100.0,40.0,40.0,0.0,   L,0.0,0.0,0.0,    ALBERTO, S, ,,,,,,,
AL,1,2012-05-22 06:00:00, BEST,0,31.5,-76.1,35,1007, TS,34, NEQ,40,30,0,0, 1014,100.0,40.0,40.0,0.0,   L,0.0,0.0,0.0,    ALBERTO, S, ,,,,,,,
AL,1,2012-05-22 12:00:00, BEST,0,32.5,-74.7,30,1008, LO,0,    ,0,0,0,0, 1012,100.0,40.0,40.0,0.0,   L,0.0,0.0,0.0,    ALBERTO, S, ,,,,,,,
AL,1,2012-05-22 18:00:00, BEST,0,33.4,-73.4,30,1008, LO,0,    ,0,0,0,0, ,,,,,,,,,,,,,,,,,,
AL,1,2012-05-23 00:00:00, BEST,0,34.1,-71.9,25,1010, LO,0,    ,0,0,0,0, ,,,,,,,,,,,,,,,,,,
AL,1,2012-05-23 06:00:00, BEST,0,34.9,-70.1,25,1011, LO,0,    ,0,0,0,0, ,,,,,,,,,,,,,,,,,,
AL,1,2012-05-23 12:00:00, BEST,0,35.5,-67.9,25,1012, LO,0,    ,0,0,0,0, ,,,,,,,,,,,,,,,,,,
AL,1,2012-05-23 18:00:00, BEST,0,35.9,-66.0,25,1012, LO,0,    ,0,0,0,0, ,,,,,,,,,,,,,,,,,,
AL,1,2013-06-05 18:00:00, BEST,0,25.1,-86.6,35,1006, TS,34, NEQ,50,120,0,0, 1010,250.0,120.0,45.0,0.0,   L,0.0,0.0,0.0,     ANDREA, M, ,,,,,,,
AL,1,2013-06-06 00:00:00, BEST,0,25.6,-86.5,40,1002, TS,34, NEQ,60,120,0,0, 1006,170.0,120.0,45.0,0.0,   L,0.0,0.0,0.0,     ANDREA, M, 12, NEQ,90.0,90.0,0.0,0.0,,
AL,1,2013-06-06 06:00:00, BEST,0,26.7,-86.1,50,999, TS,34, NEQ,90,120,0,0, 1006,170.0,90.0,60.0,0.0,   L,0.0,0.0,0.0,     ANDREA, M, 12, NEQ,120.0,120.0,0.0,75.0,,
AL,1,2013-06-06 06:00:00, BEST,0,26.7,-86.1,50,999, TS,50, NEQ,50,70,0,0, 1006,170.0,90.0,60.0,0.0,   L,0.0,0.0,0.0,     ANDREA, M, 12, NEQ,120.0,120.0,0.0,75.0,,
AL,1,2013-06-06 12:00:00, BEST,0,27.8,-84.9,55,995, TS,34, NEQ,90,120,0,0, 1008,150.0,70.0,60.0,0.0,   L,0.0,0.0,0.0,     ANDREA, M, 12, NEQ,120.0,120.0,0.0,60.0,,
AL,1,2013-06-06 12:00:00, BEST,0,27.8,-84.9,55,995, TS,50, NEQ,50,70,0,0, 1008,150.0,70.0,60.0,0.0,   L,0.0,0.0,0.0,     ANDREA, M, 12, NEQ,120.0,120.0,0.0,60.0,,
AL,1,2013-06-06 18:00:00, BEST,0,28.9,-83.9,55,993, TS,34, NEQ,80,120,60,60, 1008,150.0,20.0,65.0,0.0,   L,0.0,0.0,0.0,     ANDREA, M, 12, NEQ,120.0,120.0,0.0,90.0,,
AL,1,2013-06-06 18:00:00, BEST,0,28.9,-83.9,55,993, TS,50, NEQ,30,30,0,0, 1008,150.0,20.0,65.0,0.0,   L,0.0,0.0,0.0,     ANDREA, M, 12, NEQ,120.0,120.0,0.0,90.0,,
AL,1,2013-06-06 22:00:00, BEST,0,29.5,-83.4,50,992, TS,34, NEQ,80,120,60,60,    0,0.0,20.0,0.0,0.0, ,,,,,,,,,,,,,
AL,1,2013-06-06 22:00:00, BEST,0,29.5,-83.4,50,992, TS,50, NEQ,30,30,0,0,    0,0.0,20.0,0.0,0.0, ,,,,,,,,,,,,,
AL,1,2013-06-07 00:00:00, BEST,0,29.8,-83.0,40,993, TS,34, NEQ,120,120,0,0, 1008,160.0,60.0,50.0,0.0,   L,0.0,0.0,0.0,     ANDREA, M, 12, NEQ,30.0,120.0,0.0,0.0,,
AL,1,2013-06-07 06:00:00, BEST,0,31.6,-81.4,40,996, TS,34, NEQ,100,120,0,0, 1008,160.0,60.0,50.0,0.0,   L,0.0,0.0,0.0,     ANDREA, M, ,,,,,,,
AL,1,2013-06-07 12:00:00, BEST,0,33.5,-80.2,40,996, TS,34, NEQ,100,180,0,0, 1006,200.0,60.0,50.0,0.0,   L,0.0,0.0,0.0,     ANDREA, M, 12, NEQ,85.0,0.0,0.0,0.0,,
AL,1,2013-06-07 18:00:00, BEST,0,35.2,-78.6,40,996, EX,34, NEQ,0,200,0,0, 1005,150.0,120.0,50.0,0.0,   L,0.0,0.0,0.0,     ANDREA, M, 12, NEQ,120.0,120.0,0.0,0.0,,
AL,1,2013-06-08 00:00:00, BEST,0,37.4,-76.2,40,997, EX,34, NEQ,0,200,0,0, 1005,150.0,120.0,50.0,0.0,   L,0.0,0.0,0.0,     ANDREA, M, 12, NEQ,120.0,210.0,0.0,0.0,,
AL,1,2013-06-08 06:00:00, BEST,0,39.9,-73.6,40,997, EX,34, NEQ,0,200,0,0, 1005,150.0,120.0,50.0,0.0,   L,0.0,0.0,0.0,     ANDREA, M, 12, NEQ,240.0,210.0,0.0,0.0,,
AL,1,2013-06-08 12:00:00, BEST,0,42.4,-70.4,40,999, EX,34, NEQ,0,220,0,0, 1012,250.0,140.0,50.0,0.0,   L,0.0,0.0,0.0,     ANDREA, M, 12, NEQ,240.0,210.0,180.0,0.0,,
AL,1,2013-06-08 18:00:00, BEST,0,44.5,-67.0,40,1002, EX,34, NEQ,0,220,0,0, ,,,,,,,,,,,,,,,,,,
AL,1,2014-06-28 18:00:00, BEST,0,32.0,-78.2,20,1017, LO,0,    ,0,0,0,0,1018,90.0,80.0,0.0,0.0,   L,0.0,0.0,0.0,     INVEST, S, ,,,,,,,
AL,1,2014-06-29 00:00:00, BEST,0,31.2,-77.8,20,1017, LO,0,    ,0,0,0,0,1018,90.0,80.0,0.0,0.0,   L,0.0,0.0,0.0,     INVEST, S, ,,,,,,,
AL,1,2014-06-29 06:00:00, BEST,0,30.5,-77.4,20,1017, LO,0,    ,0,0,0,0,1018,90.0,80.0,0.0,0.0,   L,0.0,0.0,0.0,     INVEST, S, ,,,,,,,
AL,1,2014-06-29 12:00:00, BEST,0,30.0,-77.2,20,1016, LO,0,    ,0,0,0,0,1019,160.0,60.0,0.0,0.0,   L,0.0,0.0,0.0,     INVEST, S, ,,,,,,,
AL,1,2014-06-29 18:00:00, BEST,0,29.7,-77.2,25,1015, LO,0,    ,0,0,0,0,1019,180.0,40.0,35.0,0.0,   L,0.0,0.0,0.0,     INVEST, M, ,,,,,,,
AL,1,2014-06-30 00:00:00, BEST,0,29.5,-77.5,25,1014, LO,0,    ,0,0,0,0,1019,170.0,40.0,35.0,0.0,   L,0.0,0.0,0.0,     INVEST, M, ,,,,,,,
AL,1,2014-06-30 06:00:00, BEST,0,29.2,-78.0,25,1013, LO,0,    ,0,0,0,0,1017,160.0,40.0,35.0,0.0,   L,0.0,0.0,0.0,     INVEST, M, ,,,,,,,
